"Site_ID","Name","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","subespecie","Pollinator_sex","morphoespecie","Det","Frequency","Pollinator_gen_sp","Plant_gen_sp"
"Niebla","Curro ",13,3,2015,"10:30:00",3,"sun",18,41,"No",NA,"Astragalus","lusitanicus","transect",NA,"BF596","Anthophora","hispanica",NA,"female",NA,NA,2,"Anthophora hispanica","Astragalus lusitanicus"
"Niebla","Curro ",13,3,2015,"10:30:00",3,"sun",18,41,"No",NA,"Astragalus","lusitanicus","transect",NA,"BF600","Anthophora","hispanica",NA,"male",NA,NA,5,"Anthophora hispanica","Astragalus lusitanicus"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave","Muscari comusum, Leontodon y Aristoloquia baetica en flor en el transecto","Cistus","salvifolius","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Cistus salvifolius"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Teucrium","fruticans","transect",NA,"BF421","Platynochaetus","setosus",NA,"male",NA,NA,2,"Platynochaetus setosus","Teucrium fruticans"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,56,"Apis mellifera","Rosmarinus officinalis"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Retama","sp","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Retama sp"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Retama","sp","transect",NA,"BF207","Bombus","terrestris",NA,"worker",NA,NA,4,"Bombus terrestris","Retama sp"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Lavandula","stoechas","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,4,"Apis mellifera","Lavandula stoechas"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,30,"Apis mellifera","Cistus ladanifer"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Cistus","ladanifer","transect",NA,"BF520","Tropinota","squalida",NA,NA,NA,NA,1,"Tropinota squalida","Cistus ladanifer"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Cistus","ladanifer","transect",NA,"BF518","Oxythyrea","funesta",NA,NA,NA,NA,1,"Oxythyrea funesta","Cistus ladanifer"
"ConventodelaLuz","Curro ",13,3,2015,"12:20:00",3,"sun",21,32,"Suave",NA,"Retama","sp","transect",NA,"BF589","Anthophora","retusa",NA,"male",NA,NA,7,"Anthophora retusa","Retama sp"
"Esparragal","Curro ",13,3,2015,"14:30:00",3,"sun",18,39,"Suave","Ulex australis pasandose, Oxalis, Aristoloquia baetica en flor en transecto","Lavandula","stoechas","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,5,"Apis mellifera","Lavandula stoechas"
"Esparragal","Curro ",13,3,2015,"14:30:00",3,"sun",18,39,"Suave",NA,"Lavandula","stoechas","transect",NA,"BF567","Eucera","collaris",NA,"male",NA,NA,4,"Eucera collaris","Lavandula stoechas"
"LaRocina","Curro ",16,3,2015,"11:20:00",3,"clouds",19,51,"Suave","Anchuza azurea en flor fuera de transecto, Raphanus sp, Linaria sp, Fritillaria sp y Tuberaria sp en flor en transecto ","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,21,"Apis mellifera","Rosmarinus officinalis"
"LaRocina","Curro ",16,3,2015,"11:20:00",3,"clouds",19,51,"Suave",NA,"Halimium","commutatum","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,15,"Apis mellifera","Halimium commutatum"
"LaRocina","Curro ",16,3,2015,"11:20:00",3,"clouds",19,51,"Suave",NA,"Halimium","commutatum","transect",NA,"BF24","Heriades","crenulatus",NA,"male",NA,NA,4,"Heriades crenulatus","Halimium commutatum"
"LaRocina","Curro ",16,3,2015,"11:20:00",3,"clouds",19,51,"Suave",NA,"Halimium","commutatum","transect",NA,"BF75","Lasioglossum","malachurum",NA,"female",NA,NA,2,"Lasioglossum malachurum","Halimium commutatum"
"LaRocina","Curro ",16,3,2015,"11:20:00",3,"clouds",19,51,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Xylocopa","cantabrita",NA,NA,NA,NA,3,"Xylocopa cantabrita","Rosmarinus officinalis"
"LaRocina","Curro ",16,3,2015,"11:20:00",3,"clouds",19,51,"Suave",NA,"Halimium","commutatum","transect",NA,"BF538","Malachius","morpho1",NA,NA,NA,NA,1,"Malachius morpho1","Halimium commutatum"
"LaCunya","Curro ",16,3,2015,"13:45:00",3,"sun",22,35,"Suave","Raphanus (blanco) sp, Cerinthe gymnandra, Linaria sp, Calendula arvensis, Arctotheca calendula en flor en el transecto","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Rosmarinus officinalis"
"LaCunya","Curro ",16,3,2015,"13:45:00",3,"sun",22,35,"Suave",NA,"Halimium","commutatum","transect",NA,"BF39","Lasioglossum","sp",NA,NA,NA,NA,1,"Lasioglossum sp","Halimium commutatum"
"LaCunya","Curro ",16,3,2015,"13:45:00",3,"sun",22,35,"Suave",NA,"Cerinthe","gymnandra","transect",NA,"BF597","Anthophora","retusa",NA,"female",NA,NA,NA,"Anthophora retusa","Cerinthe gymnandra"
"Urbanizaciones","Curro ",16,3,2015,"15:45:00",3,"sun",18.9,37,"Suave","Linaria amarilla en flor y Ulex australis pasandose","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,16,"Apis mellifera","Rosmarinus officinalis"
"Urbanizaciones","Curro ",16,3,2015,"15:45:00",3,"sun",18.9,37,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF40","Osmia","submicans",NA,"male",NA,NA,2,"Osmia submicans","Rosmarinus officinalis"
"Urbanizaciones","Curro ",16,3,2015,"15:45:00",3,"sun",18.9,37,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF206","Bombus","terrestris",NA,"worker",NA,NA,12,"Bombus terrestris","Rosmarinus officinalis"
"Urbanizaciones","Curro ",16,3,2015,"15:45:00",3,"sun",18.9,37,"Suave",NA,"Cistus","salvifolius","transect",NA,"BF541","Malachius","morpho1",NA,NA,NA,NA,1,"Malachius morpho1","Cistus salvifolius"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave","Eucera sp cogida fuera de transecto en Rosmarinus officinalis","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,34,"Apis mellifera","Rosmarinus officinalis"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF356","Bombylius","torquatus",NA,"female",NA,NA,3,"Bombylius torquatus","Rosmarinus officinalis"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF357","Bombylius","torquatus",NA,"female",NA,NA,2,"Bombylius torquatus","Rosmarinus officinalis"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,11,"Apis mellifera","Cistus ladanifer"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Cistus","ladanifer","transect",NA,"captured","Bombus","terrestris",NA,"worker",NA,NA,2,"Bombus terrestris","Cistus ladanifer"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,4,"Apis mellifera","Cistus ladanifer"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Cistus","ladanifer","transect",NA,"BF696","Andrena","hispania",NA,"male",NA,NA,1,"Andrena hispania","Cistus ladanifer"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF361","Dasypoda","crassicornis",NA,"male",NA,NA,2,"Dasypoda crassicornis","Rosmarinus officinalis"
"Elpozo","Curro ",16,3,2015,"16:50:00",3,"sun",18,36,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF361B","Bombylius","morpho1",NA,"female",NA,NA,2,"Bombylius morpho1","Rosmarinus officinalis"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave","Echium plantagineum, Leontodom sp en flor en transecto","Cistus","ladanifer","transect",NA,"no_captured","Merodon","sp",NA,NA,NA,NA,3,"Merodon sp","Cistus ladanifer"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Cistus ladanifer"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Teucrium","fruticans","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,22,"Apis mellifera","Teucrium fruticans"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Teucrium","fruticans","transect",NA,"BF550","Eucera","elongatula",NA,"male",NA,NA,1,"Eucera elongatula","Teucrium fruticans"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Teucrium","fruticans","transect",NA,"no_captured","Andrena","sp",NA,NA,NA,NA,1,"Andrena sp","Teucrium fruticans"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Cistus","salvifolius","transect",NA,"BF561","Eucera","collaris",NA,"male",NA,NA,4,"Eucera collaris","Cistus salvifolius"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Cistus","salvifolius","transect",NA,"BF225","Apis","mellifera",NA,"worker",NA,NA,6,"Apis mellifera","Cistus salvifolius"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Lavandula","stoechas","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,5,"Apis mellifera","Lavandula stoechas"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Asphodelus","fistulosus","transect",NA,"no_captured","Calliphora","sp",NA,NA,NA,NA,2,"Calliphora sp","Asphodelus fistulosus"
"Aznalcazar","Curro ",24,3,2015,"12:30:00",3,"sun",15,50,"Suave",NA,"Cistus","crispus","transect",NA,"BF553","Eucera","elongatula",NA,"female",NA,NA,3,"Eucera elongatula","Cistus crispus"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave","Ranunculus sp en flor en transecto","Cistus","salvifolius","transect",NA,"no_captured","Merodon","sp",NA,NA,NA,NA,2,"Merodon sp","Cistus salvifolius"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Cistus","salvifolius","transect",NA,"no_captured","Calliphora","sp",NA,NA,NA,NA,3,"Calliphora sp","Cistus salvifolius"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Cistus","salvifolius","transect",NA,"BF569","Eucera","bolivari",NA,"male",NA,NA,7,"Eucera bolivari","Cistus salvifolius"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Cistus","salvifolius","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Cistus salvifolius"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Cistus","salvifolius","transect",NA,"BF49","Lasioglossum","malachurum",NA,"female",NA,NA,1,"Lasioglossum malachurum","Cistus salvifolius"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Cistus","salvifolius","transect",NA,"no_captured","Eucera","sp",NA,NA,NA,NA,3,"Eucera sp","Cistus salvifolius"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Cistus","salvifolius","transect",NA,"BF565","Eucera","collaris",NA,"male",NA,NA,1,"Eucera collaris","Cistus salvifolius"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Lavandula","stoechas","transect",NA,"no_captured","Nomada","sp",NA,NA,NA,NA,3,"Nomada sp","Lavandula stoechas"
"Villamanriquesur","Curro ",24,3,2015,"15:00:00",3,"sun_clouds",20,32,"Suave",NA,"Cistus","salvifolius","transect",NA,"no_captured","Empis","sp",NA,NA,NA,NA,1,"Empis sp","Cistus salvifolius"
"Villamanriqueeste","Curro ",24,3,2015,"16:00:00",2,"sun_clouds",22,28,"Suave","Ranunculus sp en flor en transecto","Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,5,"Apis mellifera","Rosmarinus officinalis"
"Villamanriqueeste","Curro ",24,3,2015,"16:00:00",2,"sun_clouds",22,28,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Eristalis","sp",NA,NA,NA,NA,1,"Eristalis sp","Cistus ladanifer"
"Villamanriqueeste","Curro ",24,3,2015,"16:00:00",2,"sun_clouds",22,28,"Suave",NA,"Rosmarinus","officinalis","transect",NA,"BF27","Lasioglossum","malachurum",NA,NA,NA,NA,1,"Lasioglossum malachurum","Rosmarinus officinalis"
"Villamanriqueeste","Curro ",24,3,2015,"16:00:00",2,"sun_clouds",22,28,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,4,"Apis mellifera","Cistus ladanifer"
"Villamanriqueeste","Curro ",24,3,2015,"16:00:00",2,"sun_clouds",22,28,"Suave",NA,"Cistus","ladanifer","transect",NA,"BF651","Vespula","germanica",NA,"worker",NA,NA,2,"Vespula germanica","Cistus ladanifer"
"Villamanriqueeste","Curro ",24,3,2015,"16:00:00",2,"sun_clouds",22,28,"Suave",NA,"Cistus","ladanifer","transect",NA,"no_captured","Lasioglossum","sp",NA,NA,NA,NA,2,"Lasioglossum sp","Cistus ladanifer"
"Pinodelcuervo","Curro ",25,3,2015,"11:10:00",3,"sun",15,37,"Moderado","Ranunculus sp en flor en transecto","Cistus","salvifolius","transect",NA,"BF438","Pelecocera","tricincta",NA,"male",NA,NA,1,"Pelecocera tricincta","Cistus salvifolius"
"Pinodelcuervo","Curro ",25,3,2015,"11:10:00",3,"sun",15,37,"Moderado","Narcisus bulbocodium en flor en transecto","Halimium","commutatum","transect",NA,"no_captured","Musca","sp",NA,NA,NA,NA,2,"Musca sp","Halimium commutatum"
"Pinodelcuervo","Curro ",25,3,2015,"11:10:00",3,"sun",15,37,"Moderado",NA,"Cistus","ladanifer","transect",NA,"PERDIDO","Andrena","sp",NA,NA,NA,NA,1,"Andrena sp","Cistus ladanifer"
"Pinodelcuervo","Curro ",25,3,2015,"11:10:00",3,"sun",15,37,"Moderado",NA,"Halimium","commutatum","transect",NA,"no_captured","Andrena","sp",NA,"female",NA,NA,1,"Andrena sp","Halimium commutatum"
"Pinodelcuervo","Curro ",25,3,2015,"11:10:00",3,"sun",15,37,"Moderado",NA,"Cistus","ladanifer","out",NA,"no_captured","Eristalis","sp",NA,NA,NA,NA,2,"Eristalis sp","Cistus ladanifer"
"Pinodelcuervo","Curro ",25,3,2015,"11:10:00",3,"sun",15,37,"Moderado",NA,"Cistus","ladanifer","out",NA,"PERDIDO","Andrena","sp",NA,NA,NA,NA,1,"Andrena sp","Cistus ladanifer"
"Pinodelcuervo","Curro ",25,3,2015,"11:10:00",3,"sun",15,37,"Moderado",NA,"Lavandula","pedunculata","transect",NA,"BF59","Lasioglossum","sexnotatum",NA,"female",NA,NA,1,"Lasioglossum sexnotatum","Lavandula pedunculata"
"PinaresdeHinojos","Curro ",25,3,2015,"13:30:00",3,"sun",17,28,"Fuerte",NA,"Diplotaxis","virgata","transect",NA,"BF165","Colletes","acutus",NA,"male",NA,NA,1,"Colletes acutus","Diplotaxis virgata"
"PinaresdeHinojos","Curro ",25,3,2015,"13:30:00",3,"sun",17,28,"Fuerte","Erodium cicutarium, Ranunculus sp, Cerinthe gymnandra, campanula blanca pequeña en flor en transecto","Diplotaxis","virgata","transect",NA,"no_captured","Colletes","sp",NA,"female",NA,NA,1,"Colletes sp","Diplotaxis virgata"
"PinaresdeHinojos","Curro ",25,3,2015,"13:30:00",3,"sun",17,28,"Fuerte","Symphyta del género Tenthredo (elinora)","Diplotaxis","virgata","transect",NA,"BF173","Tenthredo","corynetes",NA,"female",NA,NA,4,"Tenthredo corynetes","Diplotaxis virgata"
"PinaresdeHinojos","Curro ",25,3,2015,"13:30:00",3,"sun",17,28,"Fuerte",NA,"Spartium","junceum","transect",NA,"no_captured","Xylocopa","cantabrita",NA,"female",NA,NA,2,"Xylocopa cantabrita","Spartium junceum"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado","Leucojum autumnale, Ranunculus sp, Raphanus raphanistrum, Linaria viscosa en flor en transecto ","Lavandula","stoechas","transect",NA,"BF203","Bombus","terrestris",NA,"worker",NA,NA,3,"Bombus terrestris","Lavandula stoechas"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado",NA,"Lavandula","stoechas","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,56,"Apis mellifera","Lavandula stoechas"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado",NA,"Lavandula","stoechas","transect",NA,"no_captured","Merodon","sp",NA,NA,NA,NA,3,"Merodon sp","Lavandula stoechas"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado",NA,"Astragalus","lusitanicus","transect",NA,"no_captured","Macroglossum","stellatarum",NA,NA,NA,NA,9,"Macroglossum stellatarum","Astragalus lusitanicus"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado",NA,"Lavandula","stoechas","transect",NA,"BF694","Dasypoda","crassicornis",NA,"male",NA,NA,1,"Dasypoda crassicornis","Lavandula stoechas"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado",NA,"Lavandula","stoechas","transect",NA,"PERDIDO","Nomada","sp",NA,NA,NA,NA,1,"Nomada sp","Lavandula stoechas"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado",NA,"Lavandula","stoechas","transect",NA,"BF560","Eucera","chrysopyga",NA,"male",NA,NA,2,"Eucera chrysopyga","Lavandula stoechas"
"CotitodeSantaTeresa","Curro ",25,3,2015,"15:20:00",3,"sun_clouds",19,32,"Moderado",NA,"Astragalus","lusitanicus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,8,"Apis mellifera","Astragalus lusitanicus"
"Lasmulas","Curro ",25,3,2015,"17:00:00",3,"sun",21,26,"Fuerte","Echium plantagineum, Erica scoparia, Arbutus unedo en flor en transecto","Cistus","ladanifer","transect",NA,"no_captured","Empis","testacea",NA,NA,NA,NA,1,"Empis testacea","Cistus ladanifer"
"Lasmulas","Curro ",25,3,2015,"17:00:00",3,"sun",21,26,"Fuerte",NA,"Lavandula","stoechas","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,13,"Apis mellifera","Lavandula stoechas"
"Lasmulas","Curro ",25,3,2015,"17:00:00",3,"sun",21,26,"Fuerte",NA,"Rosmarinus","officinalis","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,16,"Apis mellifera","Rosmarinus officinalis"
"Lasmulas","Curro ",25,3,2015,"17:00:00",3,"sun",21,26,"Fuerte",NA,"Cistus","ladanifer","transect",NA,"BF69","Lasioglossum","malachurum",NA,"female",NA,NA,1,"Lasioglossum malachurum","Cistus ladanifer"
"Lasmulas","Curro ",25,3,2015,"17:00:00",3,"sun",21,26,"Fuerte",NA,"Cistus","ladanifer","transect",NA,"BF73","Lasioglossum","malachurum",NA,"female",NA,NA,2,"Lasioglossum malachurum","Cistus ladanifer"
"Lasmulas","Curro ",25,3,2015,"17:00:00",3,"sun",21,26,"Fuerte",NA,"Lavandula","stoechas","out",NA,"BF586","Anthophora","hispanica",NA,"male",NA,NA,1,"Anthophora hispanica","Lavandula stoechas"
"Elpinar","Curro ",26,3,2015,"10:50:00",2,"clouds",16,41,"No",NA,"Cistus","albidus","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,11,"Apis mellifera","Cistus albidus"
"Elpinar","Curro ",26,3,2015,"10:50:00",2,"clouds",16,41,"No",NA,"Lavandula","stoechas","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,3,"Apis mellifera","Lavandula stoechas"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Calendula","arvensis","transect",NA,"BF18","Lasioglossum","malachurum",NA,"female",NA,NA,2,"Lasioglossum malachurum","Calendula arvensis"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave","Raphanus raphanistrum, Calendula arvensis, Echium plantagineum, Phlomis purpurea, Lupinus angustifolius, Linaria viscosa en flor en transecto ","Lavandula","pedunculata","transect",NA,"BF272","Andrena","rhyssonota","flava","male",NA,NA,1,"Andrena rhyssonota","Lavandula pedunculata"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Calendula","arvensis","transect",NA,"PERDIDO","Lasioglossum","sp",NA,NA,NA,NA,1,"Lasioglossum sp","Calendula arvensis"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Leontodon","sp","transect",NA,"no_captured","Colletes","sp",NA,NA,NA,NA,1,"Colletes sp","Leontodon sp"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lavandula","pedunculata","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,16,"Apis mellifera","Lavandula pedunculata"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lupinus","angustifolius","transect",NA,"no_captured","Xylocopa","violacea",NA,NA,NA,NA,1,"Xylocopa violacea","Lupinus angustifolius"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lupinus","angustifolius","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,10,"Apis mellifera","Lupinus angustifolius"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lavandula","pedunculata","transect",NA,"no_captured","Bombus","terrestris",NA,"worker",NA,NA,11,"Bombus terrestris","Lavandula pedunculata"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lavandula","pedunculata","transect",NA,"BF208","Bombus","terrestris",NA,"worker",NA,NA,2,"Bombus terrestris","Lavandula pedunculata"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lavandula","pedunculata","transect",NA,"BF44","Andrena","tenuistriata",NA,"female",NA,NA,1,"Andrena tenuistriata","Lavandula pedunculata"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lavandula","pedunculata","transect",NA,"BF549","Eucera","collaris",NA,"female",NA,NA,3,"Eucera collaris","Lavandula pedunculata"
"Niebla","Curro ",26,3,2015,"12:20:00",4,"sun",19.2,36,"Suave",NA,"Lavandula","pedunculata","transect",NA,"BF634","Osmia","bicornis",NA,"male",NA,NA,4,"Osmia bicornis","Lavandula pedunculata"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Cistus","salvifolius","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,69,"Apis mellifera","Cistus salvifolius"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Lavandula","pedunculata","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,26,"Apis mellifera","Lavandula pedunculata"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Cistus","salvifolius","transect",NA,"BF548","Eucera","elongatula",NA,"male",NA,NA,2,"Eucera elongatula","Cistus salvifolius"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Cistus","salvifolius","transect",NA,"no_captured","Eristalis","sp",NA,NA,NA,NA,4,"Eristalis sp","Cistus salvifolius"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Lavandula","pedunculata","transect",NA,"BF556","Eucera","collaris",NA,"female",NA,NA,2,"Eucera collaris","Lavandula pedunculata"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Lavandula","pedunculata","transect",NA,"no_captured","Bombus","terrestris",NA,"worker",NA,NA,10,"Bombus terrestris","Lavandula pedunculata"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Lavandula","pedunculata","transect",NA,"no_captured","Musca","sp",NA,NA,NA,NA,1,"Musca sp","Lavandula pedunculata"
"Bonares","Curro ",26,3,2015,"14:20:00",4,"sun_clouds",19.5,39,"Moderado",NA,"Lavandula","pedunculata","transect",NA,"BF199","Bombus","terrestris",NA,"worker",NA,NA,1,"Bombus terrestris","Lavandula pedunculata"
"Esparragal","Curro ",26,3,2015,"16:00:00",4,"sun",24,31,"Suave","Aristoloquia baetica en flor en transecto","Lavandula","pedunculata","transect",NA,"no_captured","Apis","mellifera",NA,NA,NA,NA,24,"Apis mellifera","Lavandula pedunculata"
"Esparragal","Curro ",26,3,2015,"16:00:00",4,"sun",24,31,"Suave",NA,"Lavandula","pedunculata","transect",NA,"no_captured","Pieris","rapae",NA,NA,NA,NA,6,"Pieris rapae","Lavandula pedunculata"
"Aznalcazar","Curro ",27,3,2015,"15:10:00",4,"sun",25,30,"No",NA,"Asphodelus","fistulosus","transect",NA,"no_captured","Empis","morpho1",NA,NA,NA,NA,5,"Empis morpho1","Asphodelus fistulosus"
"Aznalcazar","Curro ",27,3,2015,"15:10:00",4,"sun",25,30,"No",NA,"Lavandula","pedunculata","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,15,"Apis mellifera","Lavandula pedunculata"
"Aznalcazar","Curro ",27,3,2015,"15:10:00",4,"sun",25,30,"No",NA,"Teucrium","fruticans","transect",NA,"BF217","Bombus","terrestris",NA,"worker",NA,NA,4,"Bombus terrestris","Teucrium fruticans"
"Aznalcazar","Curro ",27,3,2015,"15:10:00",4,"sun",25,30,"No",NA,"Teucrium","fruticans","transect",NA,"no_captured","Apis","mellifera",NA,"worker",NA,NA,35,"Apis mellifera","Teucrium fruticans"
